"method","trait","RMSE"
"MICE","Plant.height",1.2335680409645
"MICE","Plant.height",0.0560685204733286
"MICE","Plant.height",1.74882814804476
"MICE","Plant.height",1.88578487761178
"MICE","Plant.height",0.158390337174724
"MICE","Plant.height",0.107803336550329
"MICE","Plant.height",0.111456231882128
"MICE","Plant.height",1.24003467099035
"MICE","Plant.height",0.00879026219594195
"MICE","Plant.height",0.00185676057820387
"MICE","Plant.height",0.190330422669086
"MICE","Plant.height",0.565357033071096
"MICE","Plant.height",2.44323823063227
"MICE","Plant.height",0.190607591015103
"MICE","Plant.height",0.00997844615297822
"MICE","Plant.height",1.15068701571127
"MICE","Plant.height",0.0366706694867651
"MICE","Plant.height",0.453423181991978
"MICE","Plant.height",0.00114368460591605
"MICE","Plant.height",1.25081012572306
"MICE","Plant.height",0.387434493856347
"MICE","Plant.height",0.0772203359127312
"MICE","Plant.height",1.27426953077657
"MICE","Plant.height",0.35829000340221
"MICE","Plant.height",1.66729293163809
"MICE","Plant.height",0.158509674294666
"MICE","Plant.height",2.74992858093048
"MICE","Plant.height",0.0205136560788675
"MICE","Plant.height",0.00715232032324606
"MICE","Plant.height",2.76026231578777
"MICE","Plant.height",0.0863373697103075
"MICE","Plant.height",1.25591741243167
"MICE","Plant.height",0.108354787208609
"MICE","Plant.height",0.0357674629012031
"MICE","Plant.height",0.546733968086002
"MICE","Plant.height",1.37886844502105
"MICE","Plant.height",0.087501271960213
"MICE","Plant.height",0.331858410347359
"MICE","Plant.height",1.83627220015806
"MICE","Plant.height",0.620764112990779
"MICE","Plant.height",0.0010665654537047
"MICE","Plant.height",0.021107799570865
"MICE","Plant.height",1.2015257987681
"MICE","Plant.height",0.183410498896162
"MICE","Plant.height",0.121150879748361
"MICE","Plant.height",0.0140654023184895
"MICE","Plant.height",0.115685029839877
"MICE","Plant.height",0.0698727081452738
"MICE","Plant.height",1.81370670668444
"MICE","Plant.height",0.212178535681948
"MICE","Plant.height",0.21575140722482
"MICE","Plant.height",2.05136271902856
"MICE","Plant.height",0.0458554543756709
"MICE","Plant.height",0.0420455611844108
"MICE","Plant.height",1.13036281948808
"MICE","Plant.height",0.099754650019001
"MICE","Plant.height",0.0562493699425063
"MICE","Plant.height",0.487141983947762
"MICE","Plant.height",0.186057489493473
"MICE","Plant.height",0.00517983262264487
"MICE","Plant.height",0.00263266107517706
"MICE","Plant.height",0.63380427395202
"MICE","Plant.height",1.27616529560736
"MICE","Plant.height",0.130081953900592
"MICE","Plant.height",2.09619387711867
"MICE","Plant.height",0.228271556041521
"MICE","Plant.height",0.0269128177762135
"MICE","Plant.height",0.39617908775838
"MICE","Plant.height",0.308668019353481
"MICE","Plant.height",0.362057872563581
"MICE","Plant.height",2.35906330069829
"MICE","Plant.height",0.125121210289191
"MICE","Plant.height",0.57528039391743
"MICE","Plant.height",0.0217459890233476
"MICE","Plant.height",0.632314142147822
"MICE","Plant.height",0.583519253904968
"MICE","Plant.height",2.98748089116032
"MICE","Plant.height",0.0442169748729858
"MICE","Plant.height",0.0631207674535267
"MICE","Plant.height",0.000349536778454111
"MICE","Plant.height",0.0251965982400996
"MICE","Plant.height",0.239096597531181
"MICE","Plant.height",0.313078515645903
"MICE","Plant.height",0.514291772504096
"MICE","Plant.height",1.77228876577246
"MICE","Plant.height",1.45350991208092
"MICE","Plant.height",1.11849248909816
"MICE","Plant.height",0.0477462073819174
"MICE","Plant.height",0.802460325950593
"MICE","Plant.height",0.1558809681623
"MICE","Plant.height",0.478441593656145
"MICE","Plant.height",0.000124517806636505
"MICE","Plant.height",0.0803013168856792
"MICE","Plant.height",0.107374609664123
"MICE","Plant.height",0.814854533897965
"MICE","Plant.height",1.07985215132727
"MICE","Plant.height",3.73301390354276e-07
"MICE","Plant.height",0.0156210198238052
"MICE","Plant.height",0.000273209464713877
"MICE","Plant.height",0.279891921960573
"MICE","Plant.height",2.59355367797612
"MICE","Plant.height",0.579594871796834
"MICE","Plant.height",0.0413325468057639
"MICE","Plant.height",0.00594693768237971
"MICE","Plant.height",0.0788912944492015
"MICE","Plant.height",1.00608672527574
"MICE","Plant.height",2.69329757383914
"MICE","Plant.height",0.0141560105178243
"MICE","Plant.height",0.216661101770875
"MICE","Plant.height",0.76157539235311
"MICE","Plant.height",0.522359968459341
"MICE","Plant.height",0.101446853340068
"MICE","Plant.height",0.0828387189627903
"MICE","Plant.height",0.506604640809345
"MICE","Plant.height",0.0459001681318688
"MICE","Plant.height",0.013056604217176
"MICE","Plant.height",0.171122108489726
"MICE","Plant.height",2.21490736827613
"MICE","Plant.height",0.128646586594477
"MICE","Plant.height",0.390251784386031
"MICE","Plant.height",0.00102014485657695
"MICE","Plant.height",1.60676105937015
"MICE","Plant.height",0.0722124898885832
"MICE","Plant.height",0.188945452767989
"MICE","Plant.height",0.893072953154865
"MICE","Plant.height",0.173159730586928
"MICE","Plant.height",0.00909388101118884
"MICE","Plant.height",0.0711400826043334
"MICE","Plant.height",0.386754947155754
"MICE","Plant.height",2.04556638078967
"MICE","Plant.height",0.931782429825745
"MICE","Plant.height",0.0644515413313187
"MICE","Plant.height",0.217586838986083
"MICE","Plant.height",0.291539211133588
"MICE","Plant.height",0.196701121552076
"MICE","Plant.height",1.07629614934292
"MICE","Plant.height",7.88622961789453
"MICE","Plant.height",0.00100393602746585
"MICE","Plant.height",0.13969094349667
"MICE","Plant.height",0.097853861194974
"MICE","Plant.height",0.125447492568495
"MICE","Plant.height",0.0824456225676063
"MICE","Plant.height",0.855132010298438
"MICE","Plant.height",0.00265989981861919
"MICE","Plant.height",0.661327685690167
"MICE","Plant.height",1.39397767573819
"MICE","Plant.height",0.710442789176673
"MICE","Plant.height",0.811380234254649
"MICE","Plant.height",1.45107155569283
"MICE","Plant.height",1.97179010855121
"MICE","Plant.height",0.750521431915109
"MICE","Plant.height",1.31017532438689
"MICE","Plant.height",1.71656278262427
"MICE","Plant.height",0.054006900424533
"MICE","Plant.height",0.00170321821015373
"MICE","Plant.height",0.513240965408505
"MICE","Plant.height",3.32799770003968
"MICE","Plant.height",0.000671005863826789
"MICE","Plant.height",0.763100374103604
"MICE","Plant.height",0.348942296373898
"MICE","Plant.height",0.181365297171557
"MICE","Plant.height",1.26740864136462e-05
"MICE","Plant.height",0.908258985126897
"MICE","Plant.height",0.339294294789684
"MICE","Plant.height",3.3802205724969
"MICE","Plant.height",1.65392397059981
"MICE","Plant.height",0.0301344447972112
"MICE","Plant.height",0.437553998373174
"MICE","Plant.height",0.0265580322828085
"MICE","Plant.height",0.00022957094638128
"MICE","Plant.height",0.000573312640943338
"MICE","Plant.height",0.0283548517726983
"MICE","Plant.height",0.230864616469948
"MICE","Plant.height",0.14645031694678
"MICE","Plant.height",0.0105338646100796
"MICE","Plant.height",0.0548865301857799
"MICE","Plant.height",0.0163781191977555
"MICE","Plant.height",0.263145258421334
"MICE","Plant.height",0.00066082175151813
"MICE","Plant.height",0.245771837013026
"MICE","Plant.height",0.0845185275002013
"MICE","Plant.height",0.00847962724608412
"MICE","Plant.height",0.0185730029125908
"MICE","Plant.height",0.314634881984604
"MICE","Plant.height",0.0229742802720564
"MICE","Plant.height",0.193187860268064
"MICE","Plant.height",0.179228211637746
"MICE","Plant.height",1.15457690667445
"MICE","Plant.height",2.14378477123284
"MICE","Plant.height",0.31485316240676
"MICE","Plant.height",0.269054317386472
"MICE","Plant.height",0.065199246166405
"MICE","Plant.height",0.254446050332086
"MICE","Plant.height",0.572169863559866
"MICE","Plant.height",3.8239011103645
"MICE","Plant.height",3.12439525042332
"MICE","Plant.height",0.000242302253495693
"MICE","Plant.height",0.830946565366833
"MICE","Plant.height",0.103122348379201
"MICE","Plant.height",0.999634907113431
"MICE","Plant.height",0.551192884122412
"MICE","Plant.height",0.157040293357547
"MICE","Plant.height",0.455756865925887
"MICE","Plant.height",1.7403625734122
"MICE","Plant.height",2.63195886558287
"MICE","Plant.height",0.00180171452065894
"MICE","Plant.height",0.323400466082796
"MICE","Plant.height",0.593657814412759
"MICE","Plant.height",0.219799842463454
"MICE","Plant.height",0.0118974449991198
"MICE","Plant.height",0.62615235750209
"MICE","Plant.height",0.342645944924202
"MICE","Plant.height",0.265548377200523
"MICE","Plant.height",2.3807888504228
"MICE","Plant.height",0.534600752807308
"MICE","Plant.height",2.02373702372964
"MICE","Plant.height",0.146210837595737
"MICE","Plant.height",0.552744923868327
"MICE","Plant.height",2.8289066232204
"MICE","Plant.height",0.177740732026521
"MICE","Plant.height",0.860796894109981
"MICE","Plant.height",0.00419273257900672
"MICE","Plant.height",0.00380309510592313
"MICE","Plant.height",0.249708260255038
"MICE","Plant.height",0.331553915310002
"MICE","Plant.height",0.3202036353626
"MICE","Plant.height",1.07846610812556
"MICE","Plant.height",0.726265123795407
"MICE","Plant.height",0.000822780932219449
"MICE","Plant.height",0.0844343606560485
"MICE","Plant.height",0.299875971567036
"MICE","Plant.height",3.34302222077847
"MICE","Plant.height",0.439332450125661
"MICE","Plant.height",0.305181018351373
"MICE","Plant.height",0.888054924718288
"MICE","Plant.height",0.898215650620651
"MICE","Plant.height",1.47310344443027
"MICE","Plant.height",0.00929878126423491
"MICE","Plant.height",0.0415174096360123
"MICE","Plant.height",0.0210892634676583
"MICE","Plant.height",2.83039029737995
"MICE","Plant.height",0.592362157319691
"MICE","Plant.height",0.0242022079822233
"MICE","Plant.height",0.0427299684960685
"MICE","Plant.height",0.649645646634085
"MICE","Plant.height",0.571513769496826
"MICE","Plant.height",0.091033284979423
"MICE","Plant.height",0.40055117335078
"MICE","Plant.height",0.674113233114236
"MICE","Plant.height",3.01616283782279
"MICE","Plant.height",0.0401109424238851
"MICE","Plant.height",2.94646688978464
"MICE","Plant.height",0.000857176804375773
"MICE","Plant.height",0.00512029178700615
"MICE","Plant.height",1.07397016390462
"MICE","Plant.height",0.137862441481781
"MICE","Plant.height",0.520096433464213
"MICE","Plant.height",0.0254530676883243
"MICE","Plant.height",1.88451877451342
"MICE","Plant.height",0.200980300396889
"MICE","Plant.height",1.9677942126978
"MICE","Plant.height",0.421559994034145
"MICE","Plant.height",0.00209334538810562
"MICE","Plant.height",0.0632456915867804
"MICE","Plant.height",2.37094792601832
"MICE","Plant.height",0.0494387570793674
"MICE","Plant.height",1.05694294222517
"MICE","Plant.height",1.18314224992588
"MICE","Plant.height",0.958255170656535
"MICE","Plant.height",0.228991366880824
"MICE","Plant.height",1.60906729951436
"MICE","Plant.height",0.153459703806794
"MICE","Plant.height",0.186515578916334
"MICE","Plant.height",4.28699805373396e-05
"MICE","Plant.height",0.693800424590091
"MICE","Plant.height",0.021684915056385
"MICE","Plant.height",1.09567628588992
"MICE","Plant.height",0.160392573763844
"MICE","Plant.height",0.0186695019892417
"MICE","Plant.height",0.591835580740104
"MICE","Plant.height",0.10099940086426
"MICE","Plant.height",0.0348869468354438
"MICE","Plant.height",2.81877079955963
"MICE","Plant.height",0.469348056847158
"MICE","Plant.height",2.71357266698135
"MICE","Plant.height",0.0563131233905119
"MICE","Plant.height",0.431460580888239
"MICE","Plant.height",0.485211327917164
"MICE","Plant.height",0.645433957513599
"MICE","Plant.height",0.0699597916327149
"MICE","Plant.height",0.265785025596447
"MICE","Plant.height",0.0708780313091595
"MICE","Plant.height",0.314642062965848
"MICE","Plant.height",0.241645050381817
"MICE","Plant.height",1.2524789207431
"MICE","Plant.height",3.21728062374638
"MICE","Plant.height",0.465395143886183
"MICE","Plant.height",3.09980497337359
"MICE","Plant.height",3.38260242576583
"MICE","Plant.height",3.03750293710303
"MICE","Plant.height",1.90337687051896
"MICE","Plant.height",0.861957995365156
"MICE","Plant.height",0.33177809433076
"MICE","Plant.height",3.1000553820934
"MICE","Plant.height",0.512988483296783
"MICE","Plant.height",3.19437218058808
"MICE","Plant.height",1.59381745977892e-05
"MICE","Plant.height",0.398669890232878
"MICE","Plant.height",1.3407238277567
"MICE","Plant.height",0.681733422452976
"MICE","Plant.height",0.749372339852368
"MICE","Plant.height",0.744387380281915
"MICE","Plant.height",1.21022970077454
"MICE","Plant.height",2.63669761267001
"MICE","Plant.height",0.679253437986307
"MICE","Plant.height",1.05533634144034
"MICE","Plant.height",1.07535917065938
"MICE","Plant.height",0.000474073265816858
"MICE","Plant.height",0.0390503637349645
"MICE","Plant.height",0.34306406518513
"MICE","Plant.height",4.51137551268566
"MICE","Plant.height",0.718069172594606
"MICE","Plant.height",0.497834557380973
"MICE","Plant.height",0.835245385819707
"MICE","Plant.height",2.24720557854511
"MICE","Plant.height",2.28845500491236
"MICE","Plant.height",3.53990103421682
"MICE","Plant.height",1.09896272595828
"MICE","Plant.height",0.339759562281797
"MICE","Plant.height",0.187711529225918
"MICE","Plant.height",0.449658362607401
"MICE","Plant.height",0.00540799043397672
"MICE","Plant.height",0.143876039215817
"MICE","Plant.height",0.181050404127403
"MICE","Plant.height",0.710307630825317
"MICE","Plant.height",0.703464974624183
"MICE","Plant.height",0.131413420351452
"MICE","Plant.height",1.25140751691275
"MICE","Plant.height",0.357006884080574
"MICE","Plant.height",5.21866804226859
"MICE","Plant.height",0.0454704996382774
"MICE","Plant.height",0.0519067354796085
"MICE","Plant.height",1.02917775493782
"MICE","Plant.height",0.0059386732363019
"MICE","Plant.height",0.641027224086826
"MICE","Plant.height",0.342851220303558
"MICE","Plant.height",0.0351152894723083
"MICE","Plant.height",0.524993875619148
"MICE","Plant.height",0.592146806385009
"MICE","Plant.height",1.22618410164957
"MICE","Plant.height",1.1424148032154
"MICE","Plant.height",0.0182861016957706
"MICE","Plant.height",0.699071411223723
"MICE","Plant.height",2.19272289469292
"MICE","Plant.height",1.76095581965192
"MICE","Plant.height",0.48428912583511
"MICE","Plant.height",0.0603811206274627
"MICE","Plant.height",0.102171174334166
"MICE","Plant.height",0.149625036226959
"MICE","Plant.height",0.871231596665552
"MICE","Plant.height",1.72880700948165
"MICE","Plant.height",0.5737610020789
"MICE","Plant.height",0.398950585584147
"MICE","Plant.height",1.09387843574598
"MICE","Plant.height",0.000966551253838858
"MICE","Plant.height",3.12298282814972
"MICE","Plant.height",0.00582382518922252
"MICE","Plant.height",0.132618519497165
"MICE","Plant.height",0.24110718815856
"MICE","Plant.height",0.00384084472599295
"MICE","Plant.height",0.196020793201571
"MICE","Plant.height",0.0259167854212254
"MICE","Plant.height",1.41113004328001
"MICE","Plant.height",0.239024316089144
"MICE","Plant.height",0.030998891918572
"MICE","Plant.height",0.00804816372169505
"MICE","Plant.height",0.127504979483449
"MICE","Plant.height",2.05188796378797
"MICE","Plant.height",2.82536973353566
"MICE","Plant.height",0.687604405549862
"MICE","Plant.height",0.524807417300714
"MICE","Plant.height",0.648541396615825
"MICE","Plant.height",0.308219007332508
"MICE","Plant.height",0.691914399594155
"MICE","Plant.height",0.0237362735453356
"MICE","Plant.height",3.19883406950422
"MICE","Plant.height",0.0721542610898501
"MICE","Plant.height",3.29771567848254
"MICE","Plant.height",0.633434708760631
"MICE","Plant.height",1.09397762669684
"MICE","Plant.height",0.00867739997932649
"MICE","Plant.height",1.41646660268386
"MICE","Plant.height",6.5194394455378e-07
"MICE","Plant.height",0.103298438021375
"MICE","Plant.height",0.332345471763594
"MICE","Plant.height",0.781186192941435
"MICE","Plant.height",1.8098150266295
"MICE","Plant.height",0.157720967517631
"MICE","Plant.height",0.0164839612233619
"MICE","Plant.height",0.0631095447940974
"MICE","Plant.height",0.0322905328350143
"MICE","Plant.height",0.0334563322019426
"MICE","Plant.height",0.440734119933148
"MICE","Plant.height",0.327314088155347
"MICE","Plant.height",0.0265169459520795
"MICE","Plant.height",0.0484959082497102
"MICE","Plant.height",0.477174284794591
"MICE","Plant.height",3.36444839123288
"MICE","Plant.height",0.130903805341683
"MICE","Plant.height",0.509623095950657
"MICE","Plant.height",3.0236857168463
"MICE","Plant.height",0.0578924868020857
"MICE","Plant.height",1.21089536202441
"MICE","Plant.height",0.280740010434617
"MICE","Plant.height",0.0479777760232637
"MICE","Plant.height",0.477787937525833
"MICE","Plant.height",0.194576716969996
"MICE","Plant.height",0.319245598636096
"MICE","Plant.height",0.743965184457757
"MICE","Plant.height",0.275903701628475
"MICE","Plant.height",0.0258641086404832
"MICE","Plant.height",0.12653429361499
"MICE","Plant.height",0.312568398566818
"MICE","Plant.height",2.84413892388672
"MICE","Plant.height",2.11369751867334
"MICE","Plant.height",0.0221056747521965
"MICE","Plant.height",0.232060848995657
"MICE","Plant.height",0.0455905994475921
"MICE","Plant.height",0.0324682092938094
"MICE","Plant.height",0.222261802396525
"MICE","Plant.height",0.0792827491807458
"MICE","Plant.height",0.000294211680847692
"MICE","Plant.height",0.0899389448204708
"MICE","Plant.height",1.55770550887616
"MICE","Plant.height",0.451806871106358
"MICE","Plant.height",0.297008281123207
"MICE","Plant.height",0.00346232193012754
"MICE","Plant.height",0.0746681273442343
"MICE","Plant.height",0.187207225749074
"MICE","Plant.height",0.940248207824471
"MICE","Plant.height",0.0630726491590111
"MICE","Plant.height",0.705320671949489
"MICE","Plant.height",0.187639528648393
"MICE","Plant.height",0.000249671754002139
"MICE","Plant.height",1.15010882981282
"MICE","Plant.height",0.200028027909315
"MICE","Plant.height",0.0764354944336883
"MICE","Plant.height",0.000929350486829494
"MICE","Plant.height",2.64301030477533
"MICE","Plant.height",0.755511950123798
"MICE","Plant.height",2.30219863024996
"MICE","Plant.height",0.212860988137847
"MICE","Plant.height",0.962374323123433
"MICE","Plant.height",1.21927987540718
"MICE","Plant.height",0.0136267619540236
"MICE","Plant.height",0.224426069963748
"MICE","Plant.height",1.82256870079755
"MICE","Plant.height",0.0542318469070977
"MICE","Plant.height",0.356645293757799
"MICE","Plant.height",1.21000031975268
"MICE","Plant.height",5.28811190712133
"MICE","Plant.height",0.0367545667582502
"MICE","Plant.height",0.949182264934212
"MICE","Plant.height",0.637135409038042
"MICE","Plant.height",0.614788485344928
"MICE","Plant.height",0.346519640923514
"MICE","Plant.height",6.6194377374244e-05
"MICE","Plant.height",4.01897909196389
"MICE","Plant.height",2.56242971616963
"MICE","Plant.height",0.0855885428556604
"MICE","Plant.height",0.692916291139745
"MICE","Plant.height",2.1094410240807
"MICE","Plant.height",0.0531800119691238
"MICE","Plant.height",0.432621869439503
"MICE","Plant.height",0.0325556788071126
"MICE","Plant.height",0.59082157323681
"MICE","Plant.height",0.0223306014502972
"MICE","Plant.height",0.303785533759644
"MICE","Plant.height",0.063480547048761
"MICE","Plant.height",0.319580769780705
"MICE","Plant.height",0.00779563300161944
"MICE","Plant.height",0.421353177868838
"MICE","Plant.height",1.97298540090315
"MICE","Plant.height",0.481901749005116
"MICE","Plant.height",0.622129027766535
"MICE","Plant.height",0.476266876765047
"MICE","Plant.height",0.255957111875697
"MICE","Plant.height",2.70649912064392
"MICE","Plant.height",1.59534417678747
"MICE","Plant.height",2.48669013267339
"MICE","Plant.height",0.534641213979112
"MICE","Plant.height",5.316133807575e-05
"MICE","Plant.height",0.157860207552705
"MICE","Plant.height",0.801118468058488
"MICE","Plant.height",0.76218843206032
"MICE","Plant.height",0.00576802989237609
"MICE","Plant.height",1.1514070369409
"MICE","Plant.height",0.584555755378026
"MICE","Plant.height",0.172588443977126
"MICE","Plant.height",0.43831568921043
"MICE","Plant.height",3.03946820157773
"MICE","Plant.height",0.161843753068599
"MICE","Plant.height",2.27339876003997e-05
"MICE","Plant.height",0.249481808775675
"MICE","Plant.height",0.699134448144545
"MICE","Plant.height",0.137813239703701
"MICE","Plant.height",0.129493836183712
"MICE","Plant.height",0.213135837497686
"MICE","Plant.height",0.301438815283094
"MICE","Plant.height",1.57414592869224
"MICE","Plant.height",0.395207095589562
"MICE","Plant.height",0.817187894431248
"MICE","Plant.height",1.74000189174805
"MICE","Plant.height",1.06005612992798
"MICE","Plant.height",0.00504820904710038
"MICE","Plant.height",0.064046920616601
"MICE","Plant.height",0.449536506285411
"MICE","Plant.height",1.46129643407
"MICE","Plant.height",0.00435184737477351
"MICE","Plant.height",0.135411123929319
"MICE","Plant.height",3.51376439522161
"MICE","Plant.height",0.00159707344337914
"MICE","Plant.height",0.0705373908880624
"MICE","Plant.height",0.368979650782826
"MICE","Plant.height",0.693335335143622
"MICE","Plant.height",0.182691343786857
"MICE","Plant.height",0.103738786627583
"MICE","Plant.height",4.46293824869021
"MICE","Plant.height",2.38488437654756
"MICE","Plant.height",0.0331454833594548
"MICE","Plant.height",8.69596669812879e-05
"MICE","Plant.height",0.342566984895625
"MICE","Plant.height",0.651717566763731
"MICE","Plant.height",0.423291788226101
"MICE","Plant.height",0.686982119877006
"MICE","Plant.height",0.034529634523985
"MICE","Plant.height",0.246284430555847
"MICE","Plant.height",0.13094614883115
"MICE","Plant.height",0.0228599593027218
"MICE","Plant.height",0.213144947208651
"MICE","Plant.height",0.195839344372948
"MICE","Plant.height",1.77877794840302
"MICE","Plant.height",0.226725195242385
"MICE","Plant.height",4.20845271111771e-05
"MICE","Plant.height",0.0977294546761474
"MICE","Plant.height",0.0414468316768809
"MICE","Plant.height",1.24152118428204
"MICE","Plant.height",0.484769005036472
"MICE","Plant.height",0.287112574003219
"MICE","Plant.height",4.57602008852819
"MICE","Plant.height",0.184147141922472
"MICE","Plant.height",0.874816805735622
"MICE","Plant.height",0.108174216188516
"MICE","Plant.height",1.18907622437517
"MICE","Plant.height",0.281092594585342
"MICE","Plant.height",0.0100037464872113
"MICE","Plant.height",0.320546491948023
"MICE","Plant.height",0.608629651873839
"MICE","Plant.height",0.00466676916059753
"MICE","Plant.height",0.00213569272154605
"MICE","Plant.height",3.09793760603336
"MICE","Plant.height",2.43337998312942
"MICE","Plant.height",0.0264200073357119
"MICE","Plant.height",0.0150748746595603
"MICE","Plant.height",0.112854419334843
"MICE","Plant.height",0.082907933075775
"MICE","Plant.height",0.370213493691068
"MICE","Plant.height",3.00924469582067
"MICE","Plant.height",0.690809684187601
"MICE","Plant.height",0.0372361507592064
"MICE","Plant.height",0.155249924832101
"MICE","Plant.height",1.14329280473746
"MICE","Plant.height",1.889473677687
"MICE","Plant.height",0.0478435008374721
"MICE","Plant.height",0.353102694587561
"MICE","Plant.height",0.0387350255339276
"MICE","Plant.height",0.162167328285422
"MICE","Plant.height",1.58935640247643
"MICE","Plant.height",1.16606755158408
"MICE","Plant.height",0.350503736863916
"MICE","Plant.height",1.31164900334466
"MICE","Plant.height",1.33463351981119
"MICE","Plant.height",0.87842035702634
"MICE","Plant.height",0.00011866944475219
"MICE","Plant.height",0.450780703807458
"MICE","Plant.height",0.472956015839869
"MICE","Plant.height",0.22796459628748
"MICE","Plant.height",0.118882961443689
"MICE","Plant.height",0.0560093948839981
"MICE","Plant.height",0.622975664290357
"MICE","Plant.height",0.0425628469444104
"MICE","Plant.height",0.11379620651886
"MICE","Plant.height",1.09462203365591
"MICE","Plant.height",0.206155970666033
"MICE","Plant.height",7.96055351535017
"MICE","Plant.height",0.567619416826739
"MICE","Plant.height",0.415405778255747
"MICE","Plant.height",0.422180121059233
"MICE","Plant.height",0.475677400848704
"MICE","Plant.height",0.492135520822516
"MICE","Plant.height",0.48420637086871
"MICE","Plant.height",0.360250119774419
"MICE","Plant.height",0.0172995685980334
"MICE","Plant.height",0.247849912175405
"MICE","Plant.height",0.0047629646508126
"MICE","Plant.height",0.00379100789822828
"MICE","Plant.height",0.744917967038205
"MICE","Plant.height",0.217098333399637
"MICE","Plant.height",0.205207656009806
"MICE","Plant.height",0.0957009015059447
"MICE","Plant.height",0.121248962627014
"MICE","Plant.height",0.0510148815360975
"MICE","Plant.height",9.86941989135715e-06
"MICE","Plant.height",0.511523288671353
"MICE","Plant.height",0.707443484256776
"MICE","Plant.height",0.0757088980632447
"MICE","Plant.height",0.22476200034272
"MICE","Plant.height",0.24569608477529
"MICE","Plant.height",0.2952505685069
"MICE","Plant.height",0.255572620793173
"MICE","Plant.height",0.172065736901611
"MICE","Plant.height",1.18632621935401
"MICE","Plant.height",0.0179044878803175
"MICE","Plant.height",1.86387515349687
"MICE","Plant.height",0.915642624580825
"MICE","Plant.height",0.097665735918136
"MICE","Plant.height",0.0740131848537533
"MICE","Plant.height",0.5346846247655
"MICE","Plant.height",0.878487981222302
"MICE","Plant.height",0.0487954321891062
"MICE","Plant.height",0.361298686034482
"MICE","Plant.height",4.60434979645572
"MICE","Plant.height",1.76458628217355
"MICE","Plant.height",0.515567142606834
"MICE","Plant.height",0.0863260349524926
"MICE","Plant.height",0.987843847794257
"MICE","Plant.height",0.938270194004418
"MICE","Plant.height",2.37529938321233
"MICE","Plant.height",0.0431987321748396
"MICE","Plant.height",0.571110043171508
"MICE","Plant.height",0.158421720758822
"MICE","Plant.height",0.181805750912645
"MICE","Plant.height",0.518893376946018
"MICE","Plant.height",0.72663531251535
"MICE","Plant.height",0.0384747333961598
"MICE","Plant.height",0.039908692359187
"MICE","Plant.height",0.14667454817492
"MICE","Plant.height",0.602576999725194
"MICE","Plant.height",0.364310286993324
"MICE","Plant.height",0.0724421888038612
"MICE","Plant.height",1.81120468960865
"MICE","Plant.height",0.621348945845227
"MICE","Plant.height",0.00324424409456423
"MICE","Plant.height",0.268264294337839
"MICE","Plant.height",0.00264333740314734
"MICE","Plant.height",0.0339061198934974
"MICE","Plant.height",0.806734882706866
"MICE","Plant.height",0.0236134471497179
"MICE","Plant.height",0.00603464074668912
"MICE","Plant.height",0.000751171076506668
"MICE","Plant.height",2.36893666024996
"MICE","Plant.height",0.0418746474325478
"MICE","Plant.height",0.349886536939184
"MICE","Plant.height",0.00131472395142429
"MICE","Plant.height",0.147860387948497
"MICE","Plant.height",0.0173059322179097
"MICE","Plant.height",0.979348636585974
"MICE","Plant.height",0.220164189422723
"MICE","Plant.height",0.0692608882986049
"MICE","Plant.height",0.000570105671158691
"MICE","Plant.height",0.535073724022761
"MICE","Plant.height",0.570564750070262
"MICE","Plant.height",1.89548428826933
"MICE","Plant.height",3.64310119626278
"MICE","Plant.height",0.56817075253716
"MICE","Plant.height",0.0827882700586261
"MICE","Plant.height",0.138579884879127
"MICE","Plant.height",1.55442724658515
"MICE","Plant.height",0.0933875765163662
"MICE","Plant.height",0.385339717984147
"MICE","Plant.height",0.964081033785275
"MICE","Plant.height",0.0221111876926327
"MICE","Plant.height",0.00205079240088377
"MICE","Plant.height",0.706908016099246
"MICE","Plant.height",0.500352862883863
"MICE","Plant.height",0.18271691626736
"MICE","Plant.height",0.0461643995347636
"MICE","Plant.height",0.195758603080018
"MICE","Plant.height",0.883090222080281
"MICE","Plant.height",0.202598924249667
"MICE","Plant.height",0.0470319232726095
"MICE","Plant.height",0.0334950003524534
"MICE","Plant.height",0.073360055181385
"MICE","Plant.height",2.65575928256714
"MICE","Plant.height",0.347181106619083
"MICE","Plant.height",0.114900634846341
"MICE","Plant.height",0.104915883806257
"MICE","Plant.height",0.200363607909213
"MICE","Plant.height",1.49452110018625
"MICE","Plant.height",0.0801494085979259
"MICE","Plant.height",0.0674843244925755
"MICE","Plant.height",0.0396131398804249
"MICE","Plant.height",0.187083808337817
"MICE","Plant.height",2.19757749881072
"MICE","Plant.height",0.869022904249044
"MICE","Plant.height",0.138634060100619
"MICE","Plant.height",0.370881175717555
"MICE","Plant.height",0.0910829323014128
"MICE","Plant.height",0.0605033018350507
"MICE","Plant.height",0.122352522391534
"MICE","Plant.height",5.67371639018735
"MICE","Plant.height",3.05661526445327
"MICE","Plant.height",0.103664560314864
"MICE","Plant.height",0.991057721500268
"MICE","Plant.height",0.0122518666424691
"MICE","Plant.height",0.245910786606222
"MICE","Plant.height",0.0141328578534518
"MICE","Plant.height",0.055867869658031
"MICE","Plant.height",0.939404245413899
"MICE","Plant.height",0.00977624929434141
"MICE","Plant.height",0.167114792307844
"MICE","Plant.height",0.379857412561098
"MICE","Plant.height",0.225353184693955
"MICE","Plant.height",0.90678085725478
